Closing_Period,Chart_of_Accounts,Actual,Budget
20220131,124-60050,-18995.72,-15000
20220131,124-70010,-13805.74,-12666.67
20220131,124-70020,-10648.9,-9500
20220131,124-70030,-11472.84,-11400
20220131,124-70040,-14358.01,-13933.33
20220131,124-70050,-19007.51,-19000
20220131,124-70060,-35569.45,-31666.67
20220131,124-70070,-5195.85,-5066.67
20220131,124-70080,-7787.18,-7600
20220131,124-70090,-5832.48,-5700
20220131,124-70100,-4870.88,-4750
20220131,124-80010,-9490.71,-10000
20220131,124-80020,-15356.94,-13333.33
20220131,124-80030,-6950.9,-6666.67
20220131,124-80040,5053.95,5000
20220131,124-80050,3471.62,3333.33
20220131,124-90010,-25921.89,-26666.67
20220131,124-90020,-5632.12,-6666.67
20220131,124-90030,-3888.87,-3333.33
20220131,125-50010,376054.03,316666.67
20220131,125-50020,305976.85,253333.33
20220131,125-50030,245872.85,190000
20220131,125-50040,151659.88,158333.33
20220131,125-50050,160348.93,126666.67
20220131,125-50060,96558.25,95000
20220131,125-50070,98324.76,114000
20220131,125-50080,93490.84,76000
20220131,125-60010,-51353.75,-48000
20220131,125-60020,-36933.89,-36000
20220131,125-60030,-23916.01,-24000
20220131,125-60040,-22075.6,-18000
20220131,125-60050,-16840.21,-15000
20220131,125-70010,-13563.28,-12666.67
20220131,125-70020,-9354.66,-9500
20220131,125-70030,-12033.91,-11400
20220131,125-70040,-14337.14,-13933.33
20220131,125-70050,-19769.45,-19000
20220131,125-70060,-31382.98,-31666.67
20220131,125-70070,-5831.33,-5066.67
20220131,125-70080,-7790.6,-7600
20220131,125-70090,-5576.88,-5700
20220131,125-70100,-5136.1,-4750
20220131,125-80010,-9263.01,-10000
20220131,125-80020,-13345.25,-13333.33
20220131,125-80030,-6809.23,-6666.67
20220131,125-80040,5154.56,5000
20220131,125-80050,3591.46,3333.33
20220131,125-90010,-25181.04,-26666.67
20220131,125-90020,-7141.24,-6666.67
20220131,125-90030,-3258.67,-3333.33
20220131,126-50010,322222.53,316666.67
20220131,126-50020,209229.67,253333.33
20220131,126-50030,223063.22,190000
20220131,126-50040,210643.57,158333.33
20220131,126-50050,160360.6,126666.67
20220131,126-50060,78472.6,95000
20220131,126-50070,113001.42,114000
20220131,126-50080,74569.33,76000
20220131,126-60010,-57745.47,-48000
20220131,126-60020,-40070.6,-36000
20220131,126-60030,-25868.63,-24000
20220131,126-60040,-23677.87,-18000
20220131,126-60050,-17859.19,-15000
20220131,126-70010,-13244.32,-12666.67
20220131,126-70020,-10627.51,-9500
20220131,126-70030,-11344.75,-11400
20220131,126-70040,-15471.57,-13933.33
20220131,126-70050,-16830.5,-19000
20220131,126-70060,-35251.41,-31666.67
20220131,126-70070,-5601.74,-5066.67
20220131,126-70080,-7871.47,-7600
20220131,126-70090,-6051.76,-5700
20220131,126-70100,-4685.42,-4750
20220131,126-80010,-10198.79,-10000
20220131,126-80020,-12329.3,-13333.33
20220131,126-80030,-6686.5,-6666.67
20220131,126-80040,5094.02,5000
20220131,126-80050,3186.41,3333.33
20220131,126-90010,-25693.24,-26666.67
20220131,126-90020,-6982.75,-6666.67
20220131,126-90030,-3357.39,-3333.33
20220131,127-50010,315615.05,316666.67
20220131,127-50020,222628.61,253333.33
20220131,127-50030,204495.05,190000
20220131,127-50040,70574.63,158333.33
20220131,127-50050,150454.31,126666.67
20220131,127-50060,90818.1,95000
20220131,127-50070,140878.94,114000
20220131,127-50080,91095.11,76000
20220131,127-60010,-57274.67,-48000
20220131,127-60020,-37037.69,-36000
20220131,127-60030,-25404.49,-24000
20220131,127-60040,-21194.13,-18000
20220131,127-60050,-14877.29,-15000
20220131,127-70010,-13051.44,-12666.67
20220131,127-70020,-10136.44,-9500
20220131,127-70030,-11769.01,-11400
20220131,127-70040,-14774.99,-13933.33
20220131,127-70050,-20753.45,-19000
20220131,127-70060,-34151.85,-31666.67
20220131,127-70070,-5433.06,-5066.67
20220131,127-70080,-8570.65,-7600
20220131,127-70090,-5964.31,-5700
20220131,127-70100,-5436.51,-4750
20220131,127-80010,-10808.86,-10000
20220131,127-80020,-12985.68,-13333.33
20220131,127-80030,-5309.72,-6666.67
20220131,127-80040,4579.62,5000
20220131,127-80050,2905.03,3333.33
20220131,127-90010,-27668.83,-26666.67
20220131,127-90020,-6298.41,-6666.67
20220131,127-90030,-3189.73,-3333.33
20220131,128-50010,249916.41,316666.67
20220131,128-50020,291186.14,253333.33
20220131,128-50030,174880.93,190000
20220131,128-50040,117441.77,158333.33
20220131,128-50050,145341.7,126666.67
20220131,128-50060,76758.13,95000
20220131,128-50070,108160.25,114000
20220131,128-50080,83746.46,76000
20220131,128-60010,-51413.86,-48000
20220131,128-60020,-37384.93,-36000
20220131,128-60030,-23168.12,-24000
20220131,128-60040,-24048.65,-18000
20220131,128-60050,-18162.07,-15000
20220131,128-70010,-12905.54,-12666.67
20220131,128-70020,-9347.95,-9500
20220131,128-70030,-10886.9,-11400
20220131,128-70040,-15206.47,-13933.33
20220131,128-70050,-19037.55,-19000
20220131,128-70060,-32807.19,-31666.67
20220131,128-70070,-5367.6,-5066.67
20220131,128-70080,-7330.69,-7600
20220131,128-70090,-6209.54,-5700
20220131,128-70100,-4846.93,-4750
20220131,128-80010,-10421.63,-10000
20220131,128-80020,-12368.26,-13333.33
20220131,128-80030,-5736.52,-6666.67
20220131,128-80040,4945.29,5000
20220131,128-80050,3327.12,3333.33
20220131,128-90010,-22699.07,-26666.67
20220131,128-90020,-6624.18,-6666.67
20220131,128-90030,-3726.49,-3333.33
20220131,129-50010,304099.53,316666.67
20220131,129-50020,303621.59,253333.33
20220131,129-50030,205803.07,190000
20220131,129-50040,174210.76,158333.33
20220131,129-50050,101270.65,126666.67
20220131,129-50060,95243.13,95000
20220131,129-50070,125146.85,114000
20220131,129-50080,81567.78,76000
20220131,129-60010,-59139.8,-48000
20220131,129-60020,-38104.18,-36000
20220131,129-60030,-28908.59,-24000
20220131,129-60040,-19915.59,-18000
20220131,129-60050,-18354.39,-15000
20220131,129-70010,-13555.37,-12666.67
20220131,129-70020,-9562.49,-9500
20220131,129-70030,-12010.58,-11400
20220131,129-70040,-13977.37,-13933.33
20220131,129-70050,-19274.77,-19000
20220131,129-70060,-38142.42,-31666.67
20220131,129-70070,-5457.62,-5066.67
20220131,129-70080,-8183.72,-7600
20220131,129-70090,-5622,-5700
20220131,129-70100,-5124.64,-4750
20220131,129-80010,-9631.39,-10000
20220131,129-80020,-12002.75,-13333.33
20220131,129-80030,-6237.46,-6666.67
20220131,129-80040,4988.07,5000
20220131,129-80050,3365.65,3333.33
20220131,129-90010,-28789.68,-26666.67
20220131,129-90020,-7027.41,-6666.67
20220131,129-90030,-3240.29,-3333.33
20220131,130-50010,312452.66,316666.67
20220131,130-50020,210006.23,253333.33
20220131,130-50030,187966.73,190000
20220131,130-50040,143911.81,158333.33
20220131,130-50050,138938.08,126666.67
20220131,130-50060,105495.61,95000
20220131,130-50070,120030.19,114000
20220131,130-50080,83922.89,76000
20220131,130-60010,-64409.98,-48000
20220131,130-60020,-40580.76,-36000
20220131,130-60030,-28284.87,-24000
20220131,130-60040,-16931.91,-18000
20220131,130-60050,-21899.77,-15000
20220131,130-70010,-14559.94,-12666.67
20220131,130-70020,-9864.54,-9500
20220131,130-70030,-13113.2,-11400
20220131,130-70040,-14426.7,-13933.33
20220131,130-70050,-20900.06,-19000
20220131,130-70060,-34379.8,-31666.67
20220131,130-70070,-5288.98,-5066.67
20220131,130-70080,-8055.62,-7600
20220131,130-70090,-5738.13,-5700
20220131,130-70100,-4802.43,-4750
20220131,130-80010,-10395.49,-10000
20220131,130-80020,-14658.69,-13333.33
20220131,130-80030,-6624.19,-6666.67
20220131,130-80040,4676.85,5000
20220131,130-80050,2866.89,3333.33
20220131,130-90010,-25572.6,-26666.67
20220131,130-90020,-6044.75,-6666.67
20220131,130-90030,-3358.57,-3333.33
20220131,131-50010,232418.47,316666.67
20220131,131-50020,316347.37,253333.33
20220131,131-50030,208760.65,190000
20220131,131-50040,156849.33,158333.33
20220131,131-50050,131018.15,126666.67
20220131,131-50060,104876.07,95000
20220131,131-50070,109952.96,114000
20220131,131-50080,63681.68,76000
20220131,131-60010,-49851.19,-48000
20220131,131-60020,-32166.12,-36000
20220131,131-60030,-29440.02,-24000
20220131,131-60040,-16044.21,-18000
20220131,131-60050,-14095.29,-15000
20220131,131-70010,-13137.12,-12666.67
20220131,131-70020,-10279.59,-9500
20220131,131-70030,-11711.26,-11400
20220131,131-70040,-14476.51,-13933.33
20220131,131-70050,-19540.54,-19000
20220131,131-70060,-35813.51,-31666.67
20220131,131-70070,-5518.38,-5066.67
20220131,131-70080,-7890.87,-7600
20220131,131-70090,-5935.47,-5700
20220131,131-70100,-4637.57,-4750
20220131,131-80010,-9200.04,-10000
20220131,131-80020,-13041.99,-13333.33
20220131,131-80030,-6701.15,-6666.67
20220131,131-80040,5103.15,5000
20220131,131-80050,3083.46,3333.33
20220131,131-90010,-29175.71,-26666.67
20220131,131-90020,-7794.68,-6666.67
20220131,131-90030,-2661.71,-3333.33
20220131,132-50010,308330.67,316666.67
20220131,132-50020,266330.4,253333.33
20220131,132-50030,174482.64,190000
20220131,132-50040,138411.03,158333.33
20220131,132-50050,103720.54,126666.67
20220131,132-50060,98552.5,95000
20220131,132-50070,89739.98,114000
20220131,132-50080,84430.44,76000
20220131,132-60010,-54514.4,-48000
20220131,132-60020,-40206.05,-36000
20220131,132-60030,-26302.59,-24000
20220131,132-60040,-18367.01,-18000
20220131,132-60050,-15409.46,-15000
20220131,132-70010,-11956.07,-12666.67
20220131,132-70020,-10153.35,-9500
20220131,132-70030,-10744.9,-11400
20220131,132-70040,-15404.17,-13933.33
20220131,132-70050,-18605.55,-19000
20220131,132-70060,-33283.65,-31666.67
20220131,132-70070,-5197.41,-5066.67
20220131,132-70080,-7436.93,-7600
20220131,132-70090,-6105.68,-5700
20220131,132-70100,-4742.05,-4750
20220131,132-80010,-9794.34,-10000
20220131,132-80020,-13084.23,-13333.33
20220131,132-80030,-7432.71,-6666.67
20220131,132-80040,4975.49,5000
20220131,132-80050,3147.91,3333.33
20220131,132-90010,-31082.11,-26666.67
20220131,132-90020,-7057.36,-6666.67
20220131,132-90030,-3239,-3333.33
20220131,133-50010,264219.33,316666.67
20220131,133-50020,274366.97,253333.33
20220131,133-50030,187481.24,190000
20220131,133-50040,200303.68,158333.33
20220131,133-50050,162233.63,126666.67
20220131,133-50060,99302.84,95000
20220131,133-50070,106947.36,114000
20220131,133-50080,68467.14,76000
20220131,133-60010,-53939.87,-48000
20220131,133-60020,-47451.75,-36000
20220131,133-60030,-28855.32,-24000
20220131,133-60040,-19201.62,-18000
20220131,133-60050,-16791.33,-15000
20220131,133-70010,-13130.35,-12666.67
20220131,133-70020,-10436.53,-9500
20220131,133-70030,-12175.23,-11400
20220131,133-70040,-14873.17,-13933.33
20220131,133-70050,-20095.78,-19000
20220131,133-70060,-33372.58,-31666.67
20220131,133-70070,-5294.45,-5066.67
20220131,133-70080,-7814.27,-7600
20220131,133-70090,-5959.95,-5700
20220131,133-70100,-4979.07,-4750
20220131,133-80010,-9489.23,-10000
20220131,133-80020,-13527.01,-13333.33
20220131,133-80030,-6215.01,-6666.67
20220131,133-80040,5043.35,5000
20220131,133-80050,3337.25,3333.33
20220131,133-90010,-29641.5,-26666.67
20220131,133-90020,-6779.29,-6666.67
20220131,133-90030,-3302.94,-3333.33
20220131,134-50010,366645.26,316666.67
20220131,134-50020,312016.14,253333.33
20220131,134-50030,167389.62,190000
20220131,134-50040,158544.43,158333.33
20220131,134-50050,163562,126666.67
20220131,134-50060,87976.9,95000
20220131,134-50070,114158.92,114000
20220131,134-50080,108183.47,76000
20220131,134-60010,-55957.16,-48000
20220131,134-60020,-41393.93,-36000
20220131,134-60030,-25718.65,-24000
20220131,134-60040,-22997.42,-18000
20220131,134-60050,-19767.41,-15000
20220131,134-70010,-12449.37,-12666.67
20220131,134-70020,-10146.3,-9500
20220131,134-70030,-11976.43,-11400
20220131,134-70040,-14242.44,-13933.33
20220131,134-70050,-19604.78,-19000
20220131,134-70060,-31665.85,-31666.67
20220131,134-70070,-5373.72,-5066.67
20220131,134-70080,-8103.79,-7600
20220131,134-70090,-5869,-5700
20220131,134-70100,-4841.65,-4750
20220131,134-80010,-9976.62,-10000
20220131,134-80020,-12429.62,-13333.33
20220131,134-80030,-6147.44,-6666.67
20220131,134-80040,5541.78,5000
20220131,134-80050,3102.94,3333.33
20220131,134-90010,-21657.19,-26666.67
20220131,134-90020,-6568.78,-6666.67
20220131,134-90030,-3432.64,-3333.33
20220131,135-50010,391663.94,316666.67
20220131,135-50020,251967.67,253333.33
20220131,135-50030,256358.93,190000
20220131,135-50040,174515.14,158333.33
20220131,135-50050,99493.53,126666.67
20220131,135-50060,66916.09,95000
20220131,135-50070,122622.51,114000
20220131,135-50080,78472.05,76000
20220131,135-60010,-49914.89,-48000
20220131,135-60020,-35888.48,-36000
20220131,135-60030,-28426.14,-24000
20220131,135-60040,-20635.79,-18000
20220131,135-60050,-16118.65,-15000
20220131,135-70010,-13189.27,-12666.67
20220131,135-70020,-10157.42,-9500
20220131,135-70030,-11821.52,-11400
20220131,135-70040,-14185.48,-13933.33
20220131,135-70050,-19329.58,-19000
20220131,135-70060,-33705.38,-31666.67
20220131,135-70070,-5352.09,-5066.67
20220131,135-70080,-7987.58,-7600
20220131,135-70090,-6035.56,-5700
20220131,135-70100,-4606.47,-4750
20220131,135-80010,-10128.91,-10000
20220131,135-80020,-13492.52,-13333.33
20220131,135-80030,-6746.63,-6666.67
20220131,135-80040,5371.32,5000
20220131,135-80050,3733.48,3333.33
20220131,135-90010,-27830.44,-26666.67
20220131,135-90020,-7131.5,-6666.67
20220131,135-90030,-3034.74,-3333.33
20220131,136-50010,319513.47,316666.67
20220131,136-50020,255904.87,253333.33
20220131,136-50030,165748.95,190000
20220131,136-50040,173038.19,158333.33
20220131,136-50050,167505.62,126666.67
20220131,136-50060,95474.16,95000
20220131,136-50070,120492.68,114000
20220131,136-50080,74848.98,76000
20220131,136-60010,-54625.08,-48000
20220131,136-60020,-40910.72,-36000
20220131,136-60030,-27958.07,-24000
20220131,136-60040,-17918.56,-18000
20220131,136-60050,-17647.3,-15000
20220131,136-70010,-12724.31,-12666.67
20220131,136-70020,-10086.05,-9500
20220131,136-70030,-11881.73,-11400
20220131,136-70040,-13968.57,-13933.33
20220131,136-70050,-19639.13,-19000
20220131,136-70060,-32567.39,-31666.67
20220131,136-70070,-5645.25,-5066.67
20220131,136-70080,-9021.4,-7600
20220131,136-70090,-6183.26,-5700
20220131,136-70100,-4742.12,-4750
20220131,136-80010,-9645.68,-10000
20220131,136-80020,-13749.1,-13333.33
20220131,136-80030,-6973.29,-6666.67
20220131,136-80040,4716.09,5000
20220131,136-80050,2724.52,3333.33
20220131,136-90010,-26104.67,-26666.67
20220131,136-90020,-6908.32,-6666.67
20220131,136-90030,-3447.58,-3333.33
20220131,137-50010,328696.26,316666.67
20220131,137-50020,243626.48,253333.33
20220131,137-50030,164889.2,190000
20220131,137-50040,147769.99,158333.33
20220131,137-50050,156038.71,126666.67
20220131,137-50060,131485.43,95000
20220131,137-50070,101209.87,114000
20220131,137-50080,88373.18,76000
20220131,137-60010,-50463.31,-48000
20220131,137-60020,-37482.24,-36000
20220131,137-60030,-24443.31,-24000
20220131,137-60040,-18119.19,-18000
20220131,137-60050,-15779.85,-15000
20220131,137-70010,-12546.38,-12666.67
20220131,137-70020,-9349.37,-9500
20220131,137-70030,-12057.36,-11400
20220131,137-70040,-13975.61,-13933.33
20220131,137-70050,-19170.78,-19000
20220131,137-70060,-37007.74,-31666.67
20220131,137-70070,-5652.69,-5066.67
20220131,137-70080,-7264.09,-7600
20220131,137-70090,-5636.06,-5700
20220131,137-70100,-4925.68,-4750
20220131,137-80010,-10715.93,-10000
20220131,137-80020,-12635.25,-13333.33
20220131,137-80030,-6531.23,-6666.67
20220131,137-80040,5076.97,5000
20220131,137-80050,3608.32,3333.33
20220131,137-90010,-25788.82,-26666.67
20220131,137-90020,-6421.87,-6666.67
20220131,137-90030,-3387,-3333.33
20220131,138-50010,303972.55,316666.67
20220131,138-50020,217653.84,253333.33
20220131,138-50030,179538.93,190000
20220131,138-50040,157546.71,158333.33
20220131,138-50050,136629.62,126666.67
20220131,138-50060,88295.48,95000
20220131,138-50070,136761.37,114000
20220131,138-50080,67994.98,76000
20220131,138-60010,-61037.47,-48000
20220131,138-60020,-38860.04,-36000
20220131,138-60030,-28142.3,-24000
20220131,138-60040,-17932.19,-18000
20220131,138-60050,-17673.11,-15000
20220131,138-70010,-12749.59,-12666.67
20220131,138-70020,-9421.22,-9500
20220131,138-70030,-11838.91,-11400
20220131,138-70040,-14243.56,-13933.33
20220131,138-70050,-19168.95,-19000
20220131,138-70060,-33469.44,-31666.67
20220131,138-70070,-5055.3,-5066.67
20220131,138-70080,-8628.77,-7600
20220131,138-70090,-6159.19,-5700
20220131,138-70100,-4804.52,-4750
20220131,138-80010,-10546.83,-10000
20220131,138-80020,-13888.82,-13333.33
20220131,138-80030,-6670.97,-6666.67
20220131,138-80040,4805.31,5000
20220131,138-80050,3067.3,3333.33
20220131,138-90010,-24033.55,-26666.67
20220131,138-90020,-7072.42,-6666.67
20220131,138-90030,-3207.24,-3333.33
20220131,139-50010,321927.53,316666.67
20220131,139-50020,280669.1,253333.33
20220131,139-50030,202382.68,190000
20220131,139-50040,147110.32,158333.33
20220131,139-50050,129780.56,126666.67
20220131,139-50060,107484.82,95000
20220131,139-50070,126591.72,114000
20220131,139-50080,87031.1,76000
20220131,139-60010,-57161.05,-48000
20220131,139-60020,-36158.15,-36000
20220131,139-60030,-30749.18,-24000
20220131,139-60040,-20586.45,-18000
20220131,139-60050,-18215.92,-15000
20220131,139-70010,-12551.65,-12666.67
20220131,139-70020,-10075.67,-9500
20220131,139-70030,-12336.64,-11400
20220131,139-70040,-15164.44,-13933.33
20220131,139-70050,-20313.61,-19000
20220131,139-70060,-33161,-31666.67
20220131,139-70070,-4966.63,-5066.67
20220131,139-70080,-8174.66,-7600
20220131,139-70090,-6068.22,-5700
20220131,139-70100,-5451.18,-4750
20220131,139-80010,-10381.38,-10000
20220131,139-80020,-13861.2,-13333.33
20220131,139-80030,-6322.21,-6666.67
